review,tokens,food,service,ambience,price
"My expectation was sky high the moment I walked into Olmsted.  With James Beard award for the best new restaurant and raving reviews on Eater. I expect the best, and Olmsted does not disappoint.  I liked the vibe, the coziness, the back ","expectation,sky,moment,award,restaurant,reviews,vibe,coziness",0,1,0,0
"The food was thoughtfully prepared. Great flavors. Good portion sizes. Excellent for a tapas meal for 4 or a sharing meal for 2. Service was spot on. Lovely personalities that knew the food and drinks. Atmosphere is cosy, inviting and ","food,flavors,portion,sizes,meal,sharing,spot,personalities,drinks,atmosphere",1,0,1,0
This place is the real deal and is truly worth the long wait for a dinner reservation. The meal feels like a fusion of farm-to-table and tapas: a short but very diverse menu of small plates of locally sourced ingredients prepared to ,"place,deal,wait,dinner,reservation,meal,fusion,farm,table,tapas,menu,plates,ingredients",1,1,1,0
Love this place. Sit outside if the weather is nice.,"place,weather",0,0,1,0
Food was magnificent and the staff were incredibly wonderful.,"food,staff",1,1,0,0
"Went during the brunch menu on a Friday. Have to say when I first say the menu, I was thinking what am I to order as nothing appealed to me other than the pate. Boy oh boy was I wrong, the menu description does not do it justice at all. I ","brunch,menu,pate,boy,description,justice",1,0,0,0
Overrated? Prices are reasonable for what they serve but the food wasnt anything spectacular. Though the pork belly dish was really good. Smores are just standard assembly -I thought they would have some good house made ingredients.,"prices,food,pork,belly,dish,smores,assembly,house,ingredients",1,0,0,1
"Menu has some really stand out dishes  (carrot Crepe and bread to die for) but overall menu is not well balanced; very acidic. flavors repeated too much.  , hopefully if  you go you'll have a server who cares enough to direct you better. ","dishes,carrot,bread,menu,flavors,server",1,1,0,0
"Of course everyone is waiting for a table here. We had to arrive right at 5 without a reservation. The reputation is well earned: terrific cocktails, delicious small sharing plates, and fine selection of creative dishes, including excellent vegetarian options. Excellent service. Great atmosphere. Worth it.","table,reservation,reputation,cocktails,sharing,plates,selection,dishes,options,service,atmosphere",1,1,1,0
"What a great experience at Olmsted yesterday. We went there for brunch and I wasnt sure (skeptical) to begin with. But then each dish (Duck Sausage, Squash bread, Tomato Knitzel, Latke, Kathi roll) just blew us away. Its been a while since I have had an experience that was really memorable to my palate and this was definitely it.","experience,yesterday,brunch,dish,bread,roll,palate",1,0,1,0
"This is one of those pretentious places where you drop $75/person to leave hungry and only mildly satisfied, but nobody's willing to say it out loud. When you can count how many bites you've taken, there's a problem (two for the starter, ","places,person,bites,problem,starter",0,0,1,0
"Delightful dinner and pre-dinner with amazing cocktails, fresh food and a very interesting choice of off-the-beaten-path natural wines. Plus, you guys are genius, putting lemon and salt on a slice of watermelon, calling it watermelon ","dinner,pre,-,cocktails,food,choice,path,wines,guys,genius,lemon,salt,slice,watermelon",1,0,0,0
"Loved the restaurant, food was good but in some cases found the sauce too overpowering and masking the flavour of the protein (perhaps just my taste)! Service was impeccable.","restaurant,food,cases,sauce,flavour,protein,taste",1,0,0,0
Very fun and interesting place. Loved the tableware.,"place,tableware",0,0,1,0
Great food good service . They really transformed the space into there own.Lots of fresh food and interesting flavors can be found here . Could be a long wait for a table but it will be worth it .hats off to the chef and his whole crew,"food,service,space,lots,flavors,wait,table,chef,crew",1,1,0,0
Great food. Great environment.   Unique dishes.,"food,environment,dishes",1,0,0,0
Cozy place and nice atmosphere. Service was quick and great pricing for the large portions. The absolutely fantastic place and good customer satisfaction.,"place,atmosphere,pricing,portions,customer,satisfaction",0,0,1,0
"A Michelin Star restaurant in the making.If youre a fan of warm service and experimental food, this is your place. We ","restaurant,making,fan,service,food,place",1,1,1,0
"Regraded as one of Brooklyns finest restaurants, Olmsted offers a dining experience that youll be hard pressed match. The ambiance of the establishment is magical, be sure to enjoy one of Olmsteds excellent cocktails in the picturesque ","restaurants,dining,experience,match,ambiance,establishment,cocktails,picturesque",1,0,1,0
Dinner was amazing here! A lot better than their brunch in my opinion.,"dinner,lot,brunch,opinion",1,0,0,0
"Everything I order here is delicious. Pictured here are the clams from the carrot crepe with clams. Super yummy. Especially yummy was the spaetzle. The wait staff is friendly and helpful. The cocktails, had in the garden, were creative and a fun way to start the meal","clams,carrot,crepe,spaetzle,wait,staff,cocktails,garden,way,meal",1,1,0,0
"Ive been here multiple times. If you can sit in the patio, do it! They offer only small plates out there but you can have a wonderful meal regardless. Excellent service and wine list will keep you coming back for more","times,patio,plates,meal,service,wine,list",1,1,0,0
"everything works- food,  service, decor","food,service,decor",1,1,0,0
"We were told it would be a 15 minute wait for a table, after 40 minutes of waiting, we were informed it would be another 1 hour and 30 minutes ","minute,wait,table,minutes,hour",0,1,0,0
"Fantastic service, incredible food (the duck liver mousse was a highlight), good cocktails and the perfect Brooklyn summer ambiance. Will definitely be coming back.","service,food,duck,liver,mousse,highlight,cocktails,summer,ambiance",1,1,1,0
It's really hard to get a reservation here so we went down on Monday night where they have a no reservation day. It was still packed. We got there at 6:45 and waited 45 minutes for a table to open up - it was worth the wait.  When we left ,"reservation,night,day,minutes,table,wait",0,1,0,0
Love this place for Brunch,place,0,0,1,0
Atmosphere: very friendly (everybody!)Menue: carefully selected suggestions which you at best share with one another and it's tastes so fine. Green waiting space in the backyard. And our estimated waiting time was an hour less than expected.,"atmosphere,suggestions,share,tastes,waiting,space,backyard,time,hour",0,1,1,0
Great farm to table spot in crown heights,"farm,table,spot,heights",0,0,1,0
"Amazing food, very creative and colourful. The staff is really nice, and the back garden is a delight when there is a good weather","food,staff,garden,delight,weather",1,1,0,0
"I love Olmsted. There brunch menu is as interesting as their dinner menu. Friendly staff, great ambiance and food.","brunch,menu,dinner,staff,ambiance,food",1,1,1,0
"bad food, bad wines by the glass and horribly slow and disorganized kitchen.","food,wines,glass,kitchen",1,0,0,0
"Went here for a birthday dinner with my wife. Everything was delicious, especially the rutabaga tagliatelle and the heritage pork. I would order everything again.","birthday,dinner,wife,tagliatelle,heritage,pork",1,0,0,0
"One of the very best meals you can get in NYC at the price range. Tons of farm to table New American options -- plus rotating fun takes on Chinese, Thai, and Indian dishes. They have a back garden to wait for your table to be ready, and to start drinking! If you grab a barstool on a weeknight, you'll get excellent service.","meals,price,range,tons,farm,options,fun,dishes,garden,table,barstool,weeknight,service",1,1,0,1
Amazing food. Will be back again.,food,1,0,0,0
Food isn't bad but underwhelming. Dishes are creative but flavors are muted.,"food,dishes,flavors",1,0,0,0
Fancy dinner with a casual vibe.,"dinner,vibe",1,1,0,0
Liked that there are lighter and vegetable focused options on the brunch menu...also the butternut squash bread was a delightfully tasty treat- unexpectedly impressed us!,"options,brunch,menu,bread",1,0,0,0
"Great modern but cozy vibes at this delicious, farm to table focused spot. The brunch was truly amazing and I'll be coming back soon.","vibes,farm,table,spot,brunch",1,1,1,0
